Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Arhar/Tur,2018,Rabi       ,18,56,1665.2,7461.2,16.1,0.89
Cotton(lint),2018,Kharif     ,18,53,1665.2,6974.6,15.05,0.573333333
Cowpea(Lobia),2018,Kharif     ,18,999,1665.2,170796.6,368.55,1.53125
Cowpea(Lobia),2018,Rabi       ,18,113,1665.2,15571.2,33.6,2.1025
Maize,2018,Kharif     ,18,3432,1665.2,929892.6,2006.55,1.79125
Maize,2018,Rabi       ,18,446,1665.2,69746.0,150.5,1.643333333
Onion,2018,Rabi       ,18,28,1665.2,3081.8,6.65,4.2925
Other  Rabi pulses,2018,Rabi       ,18,1323,1665.2,239245.0,516.25,1.6025
Other Kharif pulses,2018,Kharif     ,18,703,1665.2,116135.2,250.6,1.34625
Potato,2018,Kharif     ,18,73,1665.2,9894.2,21.35,3.94
Potato,2018,Rabi       ,18,87,1665.2,11840.6,25.55,3.823333333
Rapeseed &Mustard,2018,Kharif     ,18,35,1665.2,4055.0,8.75,0.68
Rapeseed &Mustard,2018,Rabi       ,18,514,1665.2,81748.8,176.4,0.74
Rice,2018,Autumn     ,18,6025,1665.2,3074825.4,6634.95,1.215
Rice,2018,Kharif     ,18,5658,1665.2,2616772.6,5646.55,2.1975
Rice,2018,Rabi       ,18,475,1665.2,74612.0,161.0,2.115
Sesamum,2018,Kharif     ,18,748,1665.2,124894.0,269.5,0.785
Soyabean,2018,Kharif     ,18,962,1665.2,164146.4,354.2,1.465
Sugarcane,2018,Whole Year ,18,1312,1665.2,237136.4,511.7,25.81
Tapioca,2018,Kharif     ,18,175,1665.2,24978.8,53.9,11.022
Tobacco,2018,Kharif     ,18,361,1665.2,55148.0,119.0,1.0675
Arhar/Tur,2018,Kharif     ,19,2395,1372.7,520662.0,1123.5,0.907272727
Bajra,2018,Kharif     ,19,698,1372.7,115162.0,248.5,0.995454545
Barley,2018,Rabi       ,19,568,1372.7,90832.0,196.0,1.033636364
Castor seed,2018,Kharif     ,19,379,1372.7,58392.0,126.0,0.605555556
Cotton(lint),2018,Kharif     ,19,149,1372.7,21086.0,45.5,0.615
Cowpea(Lobia),2018,Kharif     ,19,560,1372.7,89210.0,192.5,1.473333333
Ginger,2018,Kharif     ,19,2732,1372.7,642312.0,1386.0,9.151818182
Gram,2018,Rabi       ,19,740,1372.7,123272.0,266.0,0.834545455
Groundnut,2018,Kharif     ,19,960,1372.7,163822.0,353.5,1.031818182
Horse-gram,2018,Kharif     ,19,550,1372.7,87588.0,189.0,1.041818182
Jowar,2018,Kharif     ,19,304,1372.7,45416.0,98.0,0.966
Jute,2018,Kharif     ,19,2324,1372.7,499576.0,1078.0,1.9025
Linseed,2018,Rabi       ,19,3473,1372.7,948870.0,2047.5,0.810909091
Maize,2018,Kharif     ,19,8490,1372.7,10333762.0,22298.5,1.981818182
Maize,2018,Rabi       ,19,3306,1372.7,869392.0,1876.0,1.983333333
Masoor,2018,Rabi       ,19,1803,1372.7,353596.0,763.0,0.822222222
Mesta,2018,Kharif     ,19,1644,1372.7,313046.0,675.5,1.090909091
Moong(Green Gram),2018,Kharif     ,19,493,1372.7,77856.0,168.0,1.026666667
Niger seed,2018,Kharif     ,19,7184,1372.7,5360710.0,11567.5,1.089090909
Niger seed,2018,Rabi       ,19,7332,1372.7,5780808.0,12474.0,0.96
Other  Rabi pulses,2018,Rabi       ,19,4775,1372.7,1748516.0,3773.0,1.278888889
Other Cereals,2018,Kharif     ,19,1166,1372.7,205994.0,444.5,1.041111111
Other Cereals,2018,Rabi       ,19,466,1372.7,72990.0,157.5,1.011818182
Other Kharif pulses,2018,Kharif     ,19,4853,1372.7,1803664.0,3892.0,1.206
Peas & beans (Pulses),2018,Kharif     ,19,1875,1372.7,374682.0,808.5,1.361
Peas & beans (Pulses),2018,Rabi       ,19,3946,1372.7,1179194.0,2544.5,1.101818182
Potato,2018,Rabi       ,19,4030,1372.7,1219744.0,2632.0,9.993636364
Ragi,2018,Kharif     ,19,370,1372.7,56770.0,122.5,0.982857143
Rapeseed &Mustard,2018,Rabi       ,19,6797,1372.7,4455634.0,9614.5,1.011818182
Rice,2018,Kharif     ,19,10790,1372.7,33898178.0,73146.5,2.444545455
Rice,2018,Rabi       ,19,3338,1372.7,885612.0,1911.0,2.8275
Sesamum,2018,Kharif     ,19,2619,1372.7,600140.0,1295.0,0.611818182
Small millets,2018,Kharif     ,19,4333,1372.7,1430604.0,3087.0,1.17
Soyabean,2018,Kharif     ,19,6594,1372.7,4072842.0,8788.5,1.253636364
Sugarcane,2018,Kharif     ,19,2956,1372.7,720168.0,1554.0,43.50181818
Sunflower,2018,Kharif     ,19,379,1372.7,58392.0,126.0,0.898333333
Sunflower,2018,Rabi       ,19,1879,1372.7,376304.0,812.0,0.614
Sweet potato,2018,Kharif     ,19,1582,1372.7,298448.0,644.0,8.510909091
Tapioca,2018,Kharif     ,19,2068,1372.7,424964.0,917.0,20.26454545
Urad,2018,Rabi       ,19,805,1372.7,134626.0,290.5,0.810909091
Wheat,2018,Rabi       ,19,2502,1372.7,554724.0,1197.0,1.83
other oilseeds,2018,Kharif     ,19,2007,1372.7,407122.0,878.5,0.602222222
Arhar/Tur,2018,Kharif     ,22,1871,585.5,373060.0,805.0,1.04125
Bajra,2018,Kharif     ,22,1035,585.5,178420.0,385.0,0.8
Barley,2018,Rabi       ,22,3774,585.5,1102960.0,2380.0,3.77
Cotton(lint),2018,Kharif     ,22,11193,585.5,43453380.0,93765.0,4.273333333
Gram,2018,Rabi       ,22,1628,585.5,308180.0,665.0,1.2325
Groundnut,2018,Kharif     ,22,1189,585.5,210860.0,455.0,2.0
Guar seed,2018,Kharif     ,22,6204,585.5,3308880.0,7140.0,1.086666667
Maize,2018,Kharif     ,22,9645,585.5,17712240.0,38220.0,3.54625
Masoor,2018,Rabi       ,22,689,585.5,113540.0,245.0,0.6875
Moong(Green Gram),2018,Kharif     ,22,2390,585.5,519040.0,1120.0,0.882727273
Moong(Green Gram),2018,Rabi       ,22,5683,585.5,2643860.0,5705.0,0.853181818
Peas & beans (Pulses),2018,Rabi       ,22,2488,585.5,551480.0,1190.0,1.257777778
Rapeseed &Mustard,2018,Rabi       ,22,7020,585.5,4947100.0,10675.0,1.476818182
Rice,2018,Kharif     ,22,13422,585.5,503306600.0,1086050.0,4.011818182
Sesamum,2018,Kharif     ,22,2226,585.5,470380.0,1015.0,0.34125
Sugarcane,2018,Whole Year ,22,9305,585.5,15409000.0,33250.0,81.23666667
Sunflower,2018,Rabi       ,22,3167,585.5,811000.0,1750.0,1.8875
Urad,2018,Kharif     ,22,1691,585.5,324400.0,700.0,0.7
Wheat,2018,Rabi       ,22,13481,585.5,570944000.0,1232000.0,5.068636364
Arhar/Tur,2018,Kharif     ,25,11369,1350.3,47971136.6,103513.55,0.7115625
Arhar/Tur,2018,Rabi       ,25,379,1350.3,58392.0,126.0,0.675384615
Bajra,2018,Kharif     ,25,530,1350.3,84181.8,181.65,0.455714286
Bajra,2018,Rabi       ,25,4010,1350.3,1209849.8,2610.65,0.25
Banana,2018,Kharif     ,25,1353,1350.3,246219.6,531.3,61.47185185
Cashewnut,2018,Kharif     ,25,1347,1350.3,244759.8,528.15,0.246666667
Castor seed,2018,Kharif     ,25,6088,1350.3,3161115.8,6821.15,0.724
Castor seed,2018,Rabi       ,25,478,1350.3,75098.6,162.05,0.785555556
Coriander,2018,Kharif     ,25,13,1350.3,1135.4,2.45,1.0
Coriander,2018,Rabi       ,25,955,1350.3,163011.0,351.75,0.992727273
Cotton(lint),2018,Kharif     ,25,13187,1350.3,298405017.0,643907.25,2.184375
Cowpea(Lobia),2018,Kharif     ,25,1197,1350.3,212482.0,458.5,0.81
Cowpea(Lobia),2018,Rabi       ,25,2717,1350.3,636635.0,1373.75,1.134090909
Dry chillies,2018,Kharif     ,25,8824,1350.3,12093469.8,26095.65,4.320967742
Dry chillies,2018,Rabi       ,25,4126,1350.3,1291436.4,2786.7,6.026666667
Garlic,2018,Rabi       ,25,101,1350.3,13949.2,30.1,2.463333333
Ginger,2018,Kharif     ,25,1431,1350.3,261953.0,565.25,6.954
Ginger,2018,Rabi       ,25,15,1350.3,1297.6,2.8,6.915
Gram,2018,Rabi       ,25,9532,1350.3,16932220.2,36536.85,1.575
Groundnut,2018,Kharif     ,25,5197,1350.3,2134065.4,4604.95,2.439565217
Groundnut,2018,Rabi       ,25,9710,1350.3,18386181.0,39674.25,2.329
Horse-gram,2018,Kharif     ,25,165,1350.3,23356.8,50.4,0.654
Horse-gram,2018,Rabi       ,25,722,1350.3,119379.2,257.6,0.668571429
Jowar,2018,Kharif     ,25,7289,1350.3,5659806.8,12212.9,0.941904762
Jowar,2018,Rabi       ,25,6274,1350.3,3436207.0,7414.75,1.624230769
Maize,2018,Kharif     ,25,11930,1350.3,69152672.4,149219.7,3.95625
Maize,2018,Rabi       ,25,9777,1350.3,18932632.8,40853.4,6.026451613
Moong(Green Gram),2018,Kharif     ,25,8565,1350.3,10647294.6,22975.05,0.618
Moong(Green Gram),2018,Rabi       ,25,3732,1350.3,1078305.6,2326.8,0.961923077
Onion,2018,Kharif     ,25,3090,1350.3,780506.4,1684.2,12.82
Onion,2018,Rabi       ,25,3998,1350.3,1203848.4,2597.7,28.15518519
Potato,2018,Kharif     ,25,15,1350.3,1297.6,2.8,3.0
Potato,2018,Rabi       ,25,1651,1350.3,314505.8,678.65,16.048
Ragi,2018,Kharif     ,25,982,1350.3,167714.8,361.9,0.974285714
Ragi,2018,Rabi       ,25,196,1350.3,28547.2,61.6,0.994285714
Rice,2018,Kharif     ,25,12949,1350.3,192898620.8,416242.4,3.3065625
Rice,2018,Rabi       ,25,12588,1350.3,120434797.6,259877.8,3.208125
Safflower,2018,Rabi       ,25,2030,1350.3,413934.4,893.2,0.749
Sesamum,2018,Kharif     ,25,748,1350.3,124894.0,269.5,0.167857143
Sesamum,2018,Rabi       ,25,5756,1350.3,2740044.6,5912.55,0.687727273
Small millets,2018,Kharif     ,25,113,1350.3,15571.2,33.6,0.986666667
Small millets,2018,Rabi       ,25,34,1350.3,3892.8,8.4,1.0
Soyabean,2018,Kharif     ,25,10203,1350.3,24023928.6,51839.55,1.544705882
Sugarcane,2018,Kharif     ,25,7534,1350.3,6459452.8,13938.4,80.47047619
Sunflower,2018,Kharif     ,25,143,1350.3,20112.8,43.4,1.98
Sunflower,2018,Rabi       ,25,1940,1350.3,391550.8,844.9,1.984
Sweet potato,2018,Kharif     ,25,12,1350.3,973.2,2.1,6.33
Sweet potato,2018,Rabi       ,25,98,1350.3,13462.6,29.05,6.35
Tobacco,2018,Kharif     ,25,1073,1350.3,186530.0,402.5,4.306666667
Tobacco,2018,Rabi       ,25,2221,1350.3,468920.2,1011.85,4.26
Turmeric,2018,Kharif     ,25,8094,1350.3,8613468.8,18586.4,6.31
Urad,2018,Kharif     ,25,6749,1350.3,4344202.6,9374.05,0.862307692
Urad,2018,Rabi       ,25,3276,1350.3,857875.8,1851.15,1.3956
Wheat,2018,Rabi       ,25,3098,1350.3,785696.8,1695.4,1.807
Arhar/Tur,2018,Kharif     ,26,3362,2169.1,897452.6,1936.55,0.7675
Cotton(lint),2018,Kharif     ,26,788,2169.1,131706.4,284.2,1.4175
Cowpea(Lobia),2018,Kharif     ,26,2822,2169.1,672319.0,1450.75,0.765
Gram,2018,Rabi       ,26,282,2169.1,41685.4,89.95,0.67
Groundnut,2018,Kharif     ,26,1156,2169.1,203885.4,439.95,1.31625
Groundnut,2018,Rabi       ,26,944,2169.1,161226.8,347.9,1.43
Jowar,2018,Kharif     ,26,571,2169.1,91318.6,197.05,0.77875
Jowar,2018,Rabi       ,26,416,2169.1,64393.4,138.95,0.796666667
Jute,2018,Kharif     ,26,652,2169.1,106403.2,229.6,9.015
Khesari,2018,Rabi       ,26,38,2169.1,4541.6,9.8,0.652
Maize,2018,Kharif     ,26,5256,2169.1,2192781.8,4731.65,1.3075
Maize,2018,Rabi       ,26,1972,2169.1,399498.6,862.05,2.12375
Masoor,2018,Rabi       ,26,2010,2169.1,407933.0,880.25,0.73625
Mesta,2018,Kharif     ,26,505,2169.1,79964.6,172.55,8.14625
Moong(Green Gram),2018,Kharif     ,26,1744,2169.1,337700.4,728.7,0.60125
Moong(Green Gram),2018,Rabi       ,26,1665,2169.1,318074.2,686.35,0.66625
Other  Rabi pulses,2018,Rabi       ,26,828,2169.1,139005.4,299.95,0.8575
Other Kharif pulses,2018,Kharif     ,26,142,2169.1,19950.6,43.05,0.918
Peas & beans (Pulses),2018,Rabi       ,26,2484,2169.1,550344.6,1187.55,0.84
Rapeseed &Mustard,2018,Rabi       ,26,4078,2169.1,1253643.8,2705.15,0.83125
Rice,2018,Autumn     ,26,7315,2169.1,5732148.0,12369.0,2.50625
Rice,2018,Kharif     ,26,5541,2169.1,2494960.4,5383.7,1.05375
Rice,2018,Summer     ,26,8715,2169.1,11474352.4,24759.7,3.0775
Rice,2018,Winter     ,26,10200,2169.1,23989380.0,51765.0,3.03375
Sesamum,2018,Kharif     ,26,3831,2169.1,1130047.4,2438.45,0.63375
Small millets,2018,Kharif     ,26,587,2169.1,94562.6,204.05,0.83875
Soyabean,2018,Kharif     ,26,67,2169.1,9083.2,19.6,0.758333333
Soyabean,2018,Rabi       ,26,55,2169.1,7299.0,15.75,0.818
Sugarcane,2018,Whole Year ,26,657,2169.1,107376.4,231.7,55.4425
Urad,2018,Kharif     ,26,2015,2169.1,409717.2,884.1,0.58625
Urad,2018,Rabi       ,26,1891,2169.1,378574.8,816.9,0.69875
Wheat,2018,Rabi       ,26,178,2169.1,25465.4,54.95,2.08625
other oilseeds,2018,Rabi       ,26,64,2169.1,8596.6,18.55,0.755
Arhar/Tur,2018,Kharif     ,27,11069,792.8,40643265.0,87701.25,1.021111111
Bajra,2018,Kharif     ,27,12745,792.8,142204632.8,306853.4,1.701290323
Banana,2018,Summer     ,27,8707,792.8,11430396.2,24664.85,45.99080645
Barley,2018,Rabi       ,27,10247,792.8,24472736.0,52808.0,3.080810811
Coriander,2018,Rabi       ,27,3728,792.8,1076197.0,2322.25,0.79421875
Cotton(lint),2018,Kharif     ,27,3422,792.8,924377.8,1994.65,0.393333333
Dry chillies,2018,Kharif     ,27,5307,792.8,2232358.6,4817.05,0.938333333
Garlic,2018,Rabi       ,27,7262,792.8,5565568.6,12009.55,6.654
Ginger,2018,Kharif     ,27,872,792.8,146628.8,316.4,4.7475
Gram,2018,Rabi       ,27,12293,792.8,92840522.6,200334.05,1.325384615
Groundnut,2018,Kharif     ,27,9436,792.8,16387390.4,35361.2,1.026129032
Guar seed,2018,Kharif     ,27,1707,792.8,328292.8,708.4,0.7145
Jowar,2018,Kharif     ,27,10191,792.8,23922878.0,51621.5,1.185
Linseed,2018,Rabi       ,27,6830,792.8,4520514.0,9754.5,0.635416667
Maize,2018,Kharif     ,27,12506,792.8,109285169.6,235818.8,1.9284
Maize,2018,Rabi       ,27,5239,792.8,2180292.4,4704.7,2.801395349
Maize,2018,Summer     ,27,7776,792.8,7431193.0,16035.25,2.061333333
Masoor,2018,Rabi       ,27,12063,792.8,77155458.2,166488.35,1.00472973
Moong(Green Gram),2018,Kharif     ,27,7982,792.8,8193533.0,17680.25,0.486231884
Moong(Green Gram),2018,Summer     ,27,7605,792.8,6725136.4,14511.7,0.794444444
Onion,2018,Rabi       ,27,5456,792.8,2389043.8,5155.15,15.80146667
Onion,2018,Summer     ,27,5132,792.8,2067887.8,4462.15,11.87676056
Peas & beans (Pulses),2018,Rabi       ,27,11570,792.8,54048284.0,116627.0,1.507702703
Potato,2018,Rabi       ,27,12291,792.8,92680917.8,199989.65,27.7596
Rapeseed &Mustard,2018,Rabi       ,27,12602,792.8,122165958.2,263613.35,1.237733333
Rice,2018,Kharif     ,27,13597,792.8,956166242.6,2063244.05,2.6056
Rice,2018,Summer     ,27,6928,792.8,4727319.0,10200.75,2.662631579
Sannhamp,2018,Kharif     ,27,1537,792.8,287094.0,619.5,0.164193548
Sesamum,2018,Kharif     ,27,11541,792.8,53081085.4,114539.95,0.216901408
Small millets,2018,Kharif     ,27,3554,792.8,985851.6,2127.3,0.75
Small millets,2018,Summer     ,27,75,792.8,10218.6,22.05,0.95
Soyabean,2018,Kharif     ,27,6400,792.8,3685508.4,7952.7,0.902307692
Sugarcane,2018,Kharif     ,27,13279,792.8,360701171.0,778331.75,68.77786667
Sunflower,2018,Summer     ,27,1147,792.8,201939.0,435.75,1.359090909
Sweet potato,2018,Kharif     ,27,5585,792.8,2545404.6,5492.55,11.44955882
Tobacco,2018,Rabi       ,27,6619,792.8,4108039.4,8864.45,2.135416667
Tobacco,2018,Summer     ,27,975,792.8,166255.0,358.75,2.37875
Turmeric,2018,Rabi       ,27,1282,792.8,230324.0,497.0,1.254230769
Urad,2018,Kharif     ,27,12174,792.8,84585029.2,182520.1,0.672297297
Urad,2018,Summer     ,27,7765,792.8,7382370.8,15929.9,0.82265625
Wheat,2018,Rabi       ,27,13640,792.8,1598626980.0,3449565.0,3.8556
Arhar/Tur,2018,Kharif     ,28,2389,1373.0,518877.8,1119.65,0.745833333
Barley,2018,Rabi       ,28,6023,1373.0,3069797.2,6624.1,1.435384615
Garlic,2018,Whole Year ,28,2931,1373.0,711084.8,1534.4,6.039130435
Gram,2018,Rabi       ,28,771,1373.0,128949.0,278.25,0.76
Groundnut,2018,Kharif     ,28,697,1373.0,114999.8,248.15,1.025
Horse-gram,2018,Kharif     ,28,5156,1373.0,2092055.6,4514.3,0.885454545
Linseed,2018,Rabi       ,28,20,1373.0,2108.6,4.55,1.0
Maize,2018,Kharif     ,28,6282,1373.0,3449345.2,7443.1,1.77
Maize,2018,Summer     ,28,137,1373.0,19139.6,41.3,1.656
Masoor,2018,Rabi       ,28,4373,1373.0,1456718.2,3143.35,0.848461538
Moong(Green Gram),2018,Kharif     ,28,2,1373.0,162.2,0.35,1.0
Moth,2018,Kharif     ,28,29,1373.0,3244.0,7.0,0.48
Onion,2018,Whole Year ,28,2460,1373.0,542559.0,1170.75,16.14384615
Other  Rabi pulses,2018,Rabi       ,28,8,1373.0,811.0,1.75,0.666666667
Other Cereals,2018,Kharif     ,28,747,1373.0,124569.6,268.8,0.561428571
Other Cereals,2018,Rabi       ,28,736,1373.0,122461.0,264.25,0.74
Other Kharif pulses,2018,Kharif     ,28,5405,1373.0,2331300.6,5030.55,1.035454545
Other Summer Pulses,2018,Summer     ,28,6,1373.0,486.6,1.05,0.67
Peas & beans (Pulses),2018,Rabi       ,28,3367,1373.0,900534.4,1943.2,0.718461538
Potato,2018,Kharif     ,28,3832,1373.0,1130534.0,2439.5,10.553
Potato,2018,Rabi       ,28,3145,1373.0,803701.0,1734.25,11.87384615
Ragi,2018,Kharif     ,28,9285,1373.0,15247448.8,32901.4,1.364545455
Rapeseed &Mustard,2018,Rabi       ,28,5193,1373.0,2131956.8,4600.4,0.863076923
Rice,2018,Kharif     ,28,11008,1373.0,39522625.2,85283.1,1.804615385
Rice,2018,Summer     ,28,5579,1373.0,2543620.4,5488.7,3.283333333
Sesamum,2018,Kharif     ,28,1588,1373.0,299745.6,646.8,0.260833333
Small millets,2018,Kharif     ,28,8123,1373.0,8731063.8,18840.15,1.236363636
Soyabean,2018,Kharif     ,28,4392,1373.0,1468558.8,3168.9,0.959166667
Sugarcane,2018,Whole Year ,28,9259,1373.0,15062378.6,32502.05,73.1
Sunflower,2018,Kharif     ,28,8,1373.0,811.0,1.75,0.6
Sunflower,2018,Summer     ,28,6,1373.0,486.6,1.05,1.0
Tobacco,2018,Whole Year ,28,2,1373.0,162.2,0.35,2.0
Turmeric,2018,Whole Year ,28,1195,1373.0,212157.6,457.8,2.91
Urad,2018,Kharif     ,28,5083,1373.0,2026040.2,4371.85,0.950769231
Urad,2018,Summer     ,28,60,1373.0,7947.8,17.15,0.825
Wheat,2018,Rabi       ,28,11432,1373.0,49868714.4,107608.2,2.349230769
other oilseeds,2018,Kharif     ,28,25,1373.0,2757.4,5.95,0.8225
other oilseeds,2018,Rabi       ,28,15,1373.0,1297.6,2.8,0.583333333
Arhar/Tur,2018,Rabi       ,29,2582,2012.6,584731.0,1261.75,1.621875
Bajra,2018,Kharif     ,29,85,2012.6,11516.2,24.85,0.41
Barley,2018,Rabi       ,29,660,2012.6,107863.0,232.75,1.4925
Castor seed,2018,Kharif     ,29,28,2012.6,3081.8,6.65,0.58
Coconut ,2018,Whole Year ,29,7043,2012.6,4998193.0,10785.25,12018.40727
Cotton(lint),2018,Kharif     ,29,379,2012.6,58392.0,126.0,4.87
Gram,2018,Rabi       ,29,7345,2012.6,5824115.4,12567.45,1.097
Groundnut,2018,Autumn     ,29,2714,2012.6,635337.4,1370.95,1.301666667
Groundnut,2018,Rabi       ,29,4546,2012.6,1581125.6,3411.8,1.654375
Groundnut,2018,Summer     ,29,8103,2012.6,8652883.4,18671.45,2.840555556
Horse-gram,2018,Rabi       ,29,1271,2012.6,227891.0,491.75,0.568571429
Jowar,2018,Autumn     ,29,76,2012.6,10380.8,22.4,0.47
Jute,2018,Kharif     ,29,12161,2012.6,84061609.8,181390.65,25.43055556
Khesari,2018,Rabi       ,29,9247,2012.6,15003500.0,32375.0,0.858095238
Linseed,2018,Rabi       ,29,2725,2012.6,639879.0,1380.75,0.437058824
Maize,2018,Autumn     ,29,8113,2012.6,8703652.0,18781.0,3.236666667
Maize,2018,Rabi       ,29,9491,2012.6,16692164.2,36018.85,4.09
Maize,2018,Summer     ,29,9610,2012.6,17473968.2,37705.85,3.972380952
Masoor,2018,Rabi       ,29,10462,2012.6,27606440.0,59570.0,0.846666667
Mesta,2018,Kharif     ,29,4767,2012.6,1743812.2,3762.85,10.75538462
Moong(Green Gram),2018,Kharif     ,29,2055,2012.6,420746.8,907.9,0.79
Moong(Green Gram),2018,Rabi       ,29,921,2012.6,156523.0,337.75,0.694444444
Moong(Green Gram),2018,Summer     ,29,8382,2012.6,9897119.6,21356.3,0.95
Niger seed,2018,Kharif     ,29,1098,2012.6,192044.8,414.4,0.493333333
Other  Rabi pulses,2018,Rabi       ,29,689,2012.6,113540.0,245.0,0.75
Other Kharif pulses,2018,Kharif     ,29,1582,2012.6,298448.0,644.0,0.656
Peas & beans (Pulses),2018,Rabi       ,29,5788,2012.6,2773620.0,5985.0,1.205714286
Potato,2018,Rabi       ,29,11967,2012.6,70726012.4,152614.7,27.25909091
Potato,2018,Summer     ,29,1449,2012.6,265197.0,572.25,8.02
Ragi,2018,Autumn     ,29,2422,2012.6,531042.8,1145.9,0.74
Rapeseed &Mustard,2018,Rabi       ,29,12375,2012.6,98282332.6,212076.55,0.98
Rice,2018,Autumn     ,29,10928,2012.6,37464956.0,80843.0,2.672380952
Rice,2018,Summer     ,29,12991,2012.6,207534900.0,447825.0,3.45952381
Rice,2018,Winter     ,29,13519,2012.6,649139322.4,1400732.2,2.744545455
Safflower,2018,Kharif     ,29,12,2012.6,973.2,2.1,0.67
Sannhamp,2018,Kharif     ,29,450,2012.6,70394.8,151.9,4.336
Sesamum,2018,Autumn     ,29,1070,2012.6,185556.8,400.4,0.7925
Sesamum,2018,Summer     ,29,10973,2012.6,38629389.8,83355.65,0.911904762
Sesamum,2018,Winter     ,29,496,2012.6,78504.8,169.4,0.72
Small millets,2018,Autumn     ,29,286,2012.6,42334.2,91.35,0.696666667
Small millets,2018,Rabi       ,29,3226,2012.6,836952.0,1806.0,1.405
Soyabean,2018,Kharif     ,29,434,2012.6,67475.2,145.6,1.036666667
Sugarcane,2018,Whole Year ,29,6011,2012.6,3050171.0,6581.75,84.535
Sunflower,2018,Kharif     ,29,4248,2012.6,1371238.8,2958.9,1.173529412
Tobacco,2018,Whole Year ,29,5451,2012.6,2382880.2,5141.85,1.556666667
Urad,2018,Kharif     ,29,8585,2012.6,10816307.0,23339.75,0.5755
Urad,2018,Rabi       ,29,4176,2012.6,1327769.2,2865.1,0.727
Wheat,2018,Rabi       ,29,9691,2012.6,18190243.4,39251.45,2.483
Arhar/Tur,2019,Kharif     ,1,795,2433.3,140671.44,303.03,0.872777778
Dry chillies,2019,Whole Year ,1,2598,2433.3,626065.2,1348.65,2.842
Ginger,2019,Whole Year ,1,4115,2433.3,1356904.0,2923.0,6.1016
Groundnut,2019,Kharif     ,1,888,2433.3,158534.48,341.51,1.26
Maize,2019,Kharif     ,1,8003,2433.3,8776936.0,18907.0,1.6756
Masoor,2019,Rabi       ,1,470,2433.3,77979.04,167.98,0.923846154
Moong(Green Gram),2019,Kharif     ,1,1204,2433.3,226379.68,487.66,1.121904762
Other  Rabi pulses,2019,Rabi       ,1,1168,2433.3,218650.48,471.01,0.711052632
Other Kharif pulses,2019,Kharif     ,1,2006,2433.3,430430.56,927.22,0.9816
Peas & beans (Pulses),2019,Kharif     ,1,669,2433.3,115766.24,249.38,1.056956522
Peas & beans (Pulses),2019,Rabi       ,1,2622,2433.3,636199.04,1370.48,1.773333333
Potato,2019,Whole Year ,1,3587,2433.3,1064912.0,2294.0,6.8024
Rapeseed &Mustard,2019,Rabi       ,1,6861,2433.3,4854109.36,10456.57,1.221666667
Rice,2019,Kharif     ,1,10024,2433.3,22929960.0,49395.0,1.7792
Sesamum,2019,Kharif     ,1,1729,2433.3,353482.08,761.46,0.847619048
Small millets,2019,Kharif     ,1,6750,2433.3,4601450.4,9912.3,1.0152
Soyabean,2019,Kharif     ,1,2357,2433.3,538811.12,1160.69,1.499583333
Sugarcane,2019,Whole Year ,1,1778,2433.3,368596.96,794.02,23.74764706
Sunflower,2019,Kharif     ,1,580,2433.3,98590.24,212.38,0.836153846
Turmeric,2019,Whole Year ,1,810,2433.3,143419.6,308.95,4.297692308
Urad,2019,Kharif     ,1,1072,2433.3,197180.48,424.76,0.998695652
Urad,2019,Rabi       ,1,1307,2433.3,249739.04,537.98,1.089130435
Wheat,2019,Rabi       ,1,2720,2433.3,675016.8,1454.1,2.168333333
other oilseeds,2019,Kharif     ,1,704,2433.3,123151.92,265.29,1.116666667
Arhar/Tur,2019,Kharif     ,3,5734,1194.7,2877667.04,6198.98,1.631176471
Bajra,2019,Kharif     ,3,2366,1194.7,542589.84,1168.83,1.1325
Barley,2019,Rabi       ,3,4006,1194.7,1279440.24,2756.13,1.295416667
Castor seed,2019,Kharif     ,3,103,1194.7,14943.12,32.19,0.992
Coriander,2019,Whole Year ,3,1830,1194.7,382853.04,824.73,0.911818182
Garlic,2019,Whole Year ,3,1459,1194.7,283404.0,610.5,1.508181818
Ginger,2019,Whole Year ,3,400,1194.7,65440.56,140.97,1.888888889
Gram,2019,Rabi       ,3,8076,1194.7,9069271.52,19536.74,0.751851852
Groundnut,2019,Kharif     ,3,815,1194.7,144450.16,311.17,1.008
Horse-gram,2019,Kharif     ,3,4143,1194.7,1387305.52,2988.49,0.91875
Jowar,2019,Kharif     ,3,629,1194.7,108380.56,233.47,1.0825
Jute,2019,Kharif     ,3,7886,1194.7,8311466.4,17904.3,13.32
Khesari,2019,Rabi       ,3,7699,1194.7,7520339.84,16200.08,0.767878788
Linseed,2019,Rabi       ,3,4196,1194.7,1417707.04,3053.98,0.849655172
Maize,2019,Autumn     ,3,10796,1194.7,35950570.32,77443.59,2.31625
Maize,2019,Rabi       ,3,11407,1194.7,51745791.68,111469.16,5.7365625
Maize,2019,Summer     ,3,10376,1194.7,27921820.88,60148.31,4.237941176
Masoor,2019,Rabi       ,3,10138,1194.7,24569580.96,52927.02,0.773421053
Mesta,2019,Kharif     ,3,5294,1194.7,2352596.72,5067.89,2.530769231
Moong(Green Gram),2019,Kharif     ,3,3989,1194.7,1268104.08,2731.71,0.707307692
Moong(Green Gram),2019,Summer     ,3,10331,1194.7,27187031.6,58565.45,0.705789474
